Date,GLD,GDX,Beta,Alpha,Spread,Z_Score,Position,Signal_Change
2023-07-05,177.83999633789062,28.798389434814453,0.481761776747573,3.542869735673519,0.0191410383711874,-0.6833460811438649,1.0,0.0
2023-07-06,177.30999755859375,28.064672470092773,0.4820153853287548,3.5421073052072183,0.0285064109775667,0.7140944260536115,0.0,-1.0
2023-07-07,178.63999938964844,28.43153190612793,0.4822013323753762,3.541607740459307,0.0295964784827322,0.884975288697389,0.0,0.0
2023-07-10,178.77999877929688,29.001127243041992,0.4822572738520608,3.541594048003242,0.0206402924130095,-0.4149298740124072,0.0,0.0
2023-07-11,179.4499969482422,29.19421005249023,0.4822782871546461,3.541685031009721,0.0210189023518276,-0.3088335933696905,0.0,0.0
2023-07-12,181.8800048828125,30.71957015991211,0.4823474646080832,3.541610031533188,0.0097453332551609,-1.9482467238464996,0.0,0.0
2023-07-13,182.0099945068359,31.076772689819336,0.4823196974992722,3.5418037250413925,0.004785199128122,-2.7195939120630364,1.0,1.0
2023-07-14,181.42999267578125,30.854726791381836,0.4821779705163247,3.5423419183389395,0.0049998738299228,-2.4302276805211522,1.0,0.0
2023-07-17,181.55999755859375,30.86438369750977,0.4819963525184615,3.5430355948975474,0.0054944866579873,-2.0848113542096196,1.0,0.0
2023-07-18,183.63999938964844,31.501558303833008,0.4818130580032389,3.543711953843278,0.0069924779993222,-1.7106431489173854,1.0,0.0
2023-07-19,183.6699981689453,31.240896224975582,0.4816942047906354,3.5441803756945793,0.0110998451780632,-1.0572082387746131,1.0,0.0
2023-07-20,182.7400054931641,30.304441452026367,0.4816583495536132,3.544395752982664,0.020590279806945,0.27198752713356106,0.0,-1.0
2023-07-21,182.17999267578125,30.400983810424805,0.4817071732604024,3.5443820120857503,0.0158360710251823,-0.38828580038906996,0.0,0.0
2023-07-24,181.3999938964844,30.20789909362793,0.4816851280675089,3.5445656969230717,0.0145060605369371,-0.5378018640869047,0.0,0.0
2023-07-25,182.41000366210935,30.680953979492188,0.4818003582355164,3.544269732498007,0.0124752122288063,-0.7662986490328224,0.0,0.0
2023-07-26,183.3000030517578,30.555448532104492,0.4821741753210378,3.5430735761052796,0.0192352608364618,0.2038970267607385,0.0,0.0
2023-07-27,180.4199981689453,29.30040740966797,0.4832563531101725,3.539501506221704,0.0235386050340213,0.7908571063624243,0.0,0.0
2023-07-28,181.86000061035156,29.657611846923828,0.4837295754426531,3.538010146326153,0.0255197736752332,1.0287027890243003,0.0,0.0
2023-07-31,182.3500061035156,30.323747634887695,0.4843531182329865,3.536019673705062,0.0173287824792698,-0.06928198936371786,0.0,0.0
2023-08-01,180.4600067138672,29.18455696105957,0.484996653213421,3.5339167915932155,0.025388429414054,1.0100179502229187,0.0,0.0
2023-08-02,179.60000610351562,28.267412185668945,0.4855009989943435,3.5323163512312545,0.036012475744279,2.254704375905475,-1.0,-1.0
2023-08-03,179.5399932861328,28.267412185668945,0.4860398261199948,3.530616533282897,0.0355774869805474,2.0268148201811385,-1.0,0.0
2023-08-04,180.19000244140625,28.53772735595703,0.4866228364280852,3.5287672254838114,0.0344610598935464,1.7302960318416485,-1.0,0.0
2023-08-07,179.77999877929688,28.31568145751953,0.4876276614068113,3.5254763295661347,0.0359155335620897,1.746370315990058,-1.0,0.0
2023-08-08,178.63999938964844,28.07432556152344,0.4883739250206373,3.523050859126472,0.0336652860195529,1.4020558522451618,-1.0,0.0
2023-08-09,177.7899932861328,28.12259864807129,0.4888376388986464,3.521589030212927,0.0279713107883861,0.781209911642381,-1.0,0.0
2023-08-10,177.60000610351562,28.161216735839844,0.489105419387934,3.520774840562691,0.0261516741340575,0.5948661990956199,-1.0,0.0
2023-08-11,177.60000610351562,28.441186904907227,0.4894666175384167,3.519626527393816,0.0212522303061826,0.08219861917704537,-1.0,0.0
2023-08-14,177.05999755859375,27.948823928833008,0.4897250641579412,3.518823998411713,0.0266964761635231,0.6062006719062263,-1.0,0.0
2023-08-15,176.58999633789062,27.23441505432129,0.4900900253781911,3.5176625179427266,0.036674733439562,1.5086988264966013,-1.0,0.0
2023-08-16,175.57000732421875,26.86755752563477,0.4901135044191391,3.5176832739512607,0.0374304934178466,1.465614332883982,-1.0,0.0
2023-08-17,175.3000030517578,26.65516471862793,0.4900108206222902,3.518135777660519,0.0396658721023621,1.5812477790482495,-1.0,0.0
2023-08-18,175.3300018310547,26.50069808959961,0.4897088556728232,3.519274707082233,0.0425355185431515,1.7225984021154674,-1.0,0.0
2023-08-21,175.80999755859375,26.751705169677734,0.4897277453771018,3.519313916902339,0.0405516013977305,1.433505978077278,-1.0,0.0
2023-08-22,176.10000610351562,26.98340606689453,0.4897547967538405,3.519331147520341,0.0378700791875479,1.130884188951964,-1.0,0.0
